Title,Author,Date,Blog Type,Comments,Likes,Employee Type,Tags,Link
CPEA: SAP Intelligent Robotic Process Automation – New Metric available ,Peter Engel,"January 27, 2021",Product Information,2,4,SAP Employee,SAP Intelligent Robotic Process Automation,https://blogs.sap.com/2021/01/27/cpea-sap-intelligent-robotic-process-automation-new-metric-available/
Downloading files from the Coldstore-Downloader app of SAP Internet of Things (SAP IoT). ,P Akhil Rao,"January 27, 2021",Personal Insights,0,4,SAP Employee,SAP Internet of Things,https://blogs.sap.com/2021/01/27/downloading-files-from-the-coldstore-downloader-app-of-sap-internet-of-things-sap-iot./
SAP Data IntelligenceとSAP HANA APLでML活用 – Part 2. モデルによる予測 ,Akira Nagata,"January 27, 2021",Technical Articles,0,2,SAP Employee,SAP Data Intelligence,https://blogs.sap.com/2021/01/27/how-to-inference-data-with-sap-data-intelligence-and-sap-hana-apl/
SAP Business Technology Platform Showcase – Overall end-to-end Demo ,Christiano Hage,"January 27, 2021",Technical Articles,0,13,SAP Employee,"SAP Business Technology Platform,DevOps,SAP Analytics Cloud,SAP Business Application Studio,SAP Cloud Application Programming Model",https://blogs.sap.com/2021/01/27/sap-business-technology-platform-showcase-overall-end-to-end-demo/
Adding Custom Program to Fiori Launchpad ,Vincent Zhu,"January 27, 2021",Technical Articles,3,9,SAP Employee,"SAP S/4HANA Cloud, extended edition",https://blogs.sap.com/2021/01/27/adding-custom-program-to-fiori-launchpad/
SAP Business Application Studio- Info Blog II ,Keren Rotenberg,"January 26, 2021",Product Information,0,7,SAP Employee,"SAP Business Application Studio,SAP Cloud Application Programming Model,SAP Cloud Platform,SAP Fiori tools,SAP HANA",https://blogs.sap.com/2021/01/26/sap-business-application-studio-info-blog-ii/
SAP Fiori 2.0 integration with SAP NetWeaver Identity Management 8.0 ,Suresh Kumar,"January 26, 2021",Technical Articles,0,0,N/A,SAP Fiori,https://blogs.sap.com/2021/01/26/sap-fiori-2.0-integration-with-sap-netweaver-identity-management-8.0/
4 Steps to build your Digital Supplier Network (DSN) strategy ,Matic Jezersek,"January 26, 2021",Business Trends,0,6,SAP Employee,"SAP digital supplier network membership,Ariba Network",https://blogs.sap.com/2021/01/26/4-steps-to-build-your-digital-supplier-network-dsn-strategy/
SAP BW – What’s Next? A short Guide through the jungle of Business intelligence Implementation choices ,Andre Hilden,"January 26, 2021",Technical Articles,7,7,N/A,SAP BW/4HANA,https://blogs.sap.com/2021/01/26/sap-bw-whats-next-a-short-guide-through-the-jungle-of-business-intelligence-implementation-choices/
2021 Reminder: Inside SAP S/4HANA podcast series ,Bob Byrne,"January 26, 2021",Product Information,0,3,SAP Employee,"SAP S/4HANA Cloud,Implementation Methodologies",https://blogs.sap.com/2021/01/26/2021-reminder-inside-sap-s-4hana-podcast-series/
SAP Business Application Studio Overview ,Elizabeth Gutt,"January 26, 2021",Technical Articles,2,6,SAP Employee,"SAP Business Application Studio,SAP Cloud Platform,SAP Fiori,SAP Web IDE",https://blogs.sap.com/2021/01/26/sap-business-application-studio-overview/
Getting Started with ABAP in 2021 ,Markus Haug,"January 26, 2021",Product Information,8,39,SAP Employee,ABAP Development,https://blogs.sap.com/2021/01/26/getting-started-with-abap-in-2021/
Building a SAP CAP Application in the SAP Business Application Studio using the example of the Bundesliga table ,Marc Horbach,"January 26, 2021",Technical Articles,1,10,N/A,"SAP Cloud Application Programming Model,Node.js,SAP Fiori",https://blogs.sap.com/2021/01/26/building-a-sap-cap-application-in-the-sap-business-application-studio-using-the-example-of-the-bundesliga-table/
"SAP S/4HANA Customer Trends & Innovations Spotlight with Mark Chalfen, PwC ",Michel Haesendonckx,"January 26, 2021",Business Trends,0,9,SAP Employee,"SAP S/4HANA,SAP Analytics Cloud,SAP Ariba Procurement,SAP Cloud Platform,SAP S/4HANA Cloud",https://blogs.sap.com/2021/01/26/sap-s-4hana-customer-trends-innovations-spotlight-with-mark-chalfen-pwc/
Substitution Rule to Maintain Customer Aging (SD Billing) ,Syed Usama,"January 26, 2021",Personal Insights,0,0,N/A,"FIN (Finance),FIN Accounts Receivable and Payable,FIN General Ledger,SD Sales",https://blogs.sap.com/2021/01/26/substitution-rule-to-maintain-customer-aging/
Spotlight: SAP HANA Cloud development in SAP Business Application Studio ,Laura Nevin,"January 26, 2021",Product Information,0,5,SAP Employee,"SAP HANA Cloud,SAP Business Application Studio,SAP Web IDE",https://blogs.sap.com/2021/01/26/spotlight-sap-hana-cloud-and-sap-business-application-studio/
APIs – Types [ ODATA | REST | SOAP ] – Overview ,Maximiliano Colman,"January 26, 2021",Technical Articles,0,3,N/A,SAP API Management,https://blogs.sap.com/2021/01/26/apis-types-odata-rest-soap-overview/
Setting Up Holidays Using SAP Business One DI API ,ANKIT CHAUHAN,"January 26, 2021",Product Information,0,3,SAP Employee,"SAP Business One Extensibility,SAP Business One,SAP Business One, version for SAP HANA",https://blogs.sap.com/2021/01/26/setting-up-holidays-using-sap-business-one-di-api/
Analytics Optimization – SAP Analytics Cloud and SAP Data Warehouse Cloud now on two tenants! ,Ingo Hilgefort,"January 26, 2021",Product Information,2,4,SAP Employee,"SAP Data Warehouse Cloud,SAP Analytics Cloud",https://blogs.sap.com/2021/01/26/analytics-optimization-sap-analytics-cloud-and-sap-data-warehouse-cloud-now-on-two-tenants/
SAP Intelligent RPA 2.0 : Integrate Document Information Extraction service to automatically extract data from documents ,Jerome GRONDIN,"January 26, 2021",Technical Articles,6,9,SAP Employee,"SAP Intelligent Robotic Process Automation,Document Information Extraction,SAP Business Technology Platform,SAP Cloud Platform",https://blogs.sap.com/2021/01/26/sap-intelligent-rpa-2.0-integrate-document-information-extraction-service-to-automatically-extract-data-from-documents/
Credit Exposure Types in S/4HANA Cloud ,Andrew Saunders,"January 26, 2021",Product Information,0,1,SAP Employee,SAP S/4HANA Cloud for Sales,https://blogs.sap.com/2021/01/26/credit-exposure-types-in-s-4hana-cloud/
Inhaltliche Änderungen in den deutschen Umsatzsteuermeldungen 2021 in SAP Business ByDesign (Changes in content of German VAT Forms 2021 in SAP Business ByDesign) ,Katrin Gruber,"January 26, 2021",Product Information,3,0,SAP Employee,SAP Business ByDesign,https://blogs.sap.com/2021/01/26/inhaltliche-anderungen-in-den-deutschen-umsatzsteuermeldungen-2021-in-sap-business-bydesign-changes-in-content-of-german-vat-forms-2021-in-sap-business-bydesign/
How to identify an OCR item that has multiple matches ,Rosa ORIHUELA,"January 26, 2021",Technical Articles,0,4,SAP Employee,SAP Intelligent Robotic Process Automation,https://blogs.sap.com/2021/01/26/how-to-identify-an-ocr-item-that-has-multiple-matches/
"Weekly Mission & Badge Roundup // January 18 – January 24, 2021 ",Lena Stodal,"January 26, 2021",Personal Insights,4,13,SAP Employee,SAP Community,https://blogs.sap.com/2021/01/26/weekly-mission-badge-roundup-january-18-january-24-2021/
SAP Business Technology Platform & SAP Intelligent Technologies: Partner Innovation Helps Latin American Customers ,Nadia Casagrande,"January 26, 2021",Business Trends,0,1,SAP Employee,Partnership,https://blogs.sap.com/2021/01/26/sap-business-technology-platform-sap-intelligent-technologies-partner-innovation-gets-traction-in-latin-america/
SF ECP Timesheet – take on multi layer valuation rules to generate daily & weekly OT ,Sanjay Wadhwani,"January 26, 2021",Technical Articles,2,4,N/A,"SAP SuccessFactors Employee Central Payroll,SAP SuccessFactors Employee Central,SAP Timesheet",https://blogs.sap.com/2021/01/26/sf-ecp-timesheet-take-on-multi-layer-valuation-rules-to-generate-daily-weekly-ot/
CAP WebSockets ,Dries Van Vaerenbergh,"January 26, 2021",Technical Articles,6,16,N/A,SAP Cloud Application Programming Model,https://blogs.sap.com/2021/01/26/cap-websockets/
"RFC Gateway security, part 1 – basic understanding ",Johannes Goerlich,"January 26, 2021",Technical Articles,0,4,N/A,"SAP NetWeaver Application Server for ABAP,ABAP Connectivity,NW ABAP Remote Function Call (RFC),NW Client/Server Technology (CST),SAP Java Connector (JCo)",https://blogs.sap.com/2021/01/26/rfc-gateway-security-part-1-basic-understanding/
Removing outdated UI5 versions from UI5 CDN ,Oliver Graeff,"January 26, 2021",Product Information,15,15,SAP Employee,"SAPUI5,SAP Fiori",https://blogs.sap.com/2021/01/26/removing-outdated-ui5-versions-from-ui5-cdn/
Time to Consider Master Data Management ,Markus Ganser,"January 26, 2021",Business Trends,1,8,SAP Employee,"SAP Master Data Governance,Database and Data Management,SAP Business Technology Platform,SAP ERP,SAP S/4HANA",https://blogs.sap.com/2021/01/26/time-to-consider-master-data-management/
GRC Tuesdays: Where Can You Expect Most New Regulatory Requirements in 2021? ,Thomas Frenehard,"January 26, 2021",Business Trends,0,1,SAP Employee,"Governance, Risk, Compliance (GRC), and Cybersecurity",https://blogs.sap.com/2021/01/26/grc-tuesdays-where-can-you-expect-most-new-regulatory-requirements-in-2021/
SAPシステムのHyperscalerへの移行 – Part 3 ,Arata Ogama,"January 26, 2021",Technical Articles,0,3,SAP Employee,Basis Technology,https://blogs.sap.com/2021/01/26/sap-migration-to-hyperscaler-part-3/
SAP SuccessFactors Onboarding 2.0 Configuration Optimization Technique- Implementation design principle ,Sharath T N,"January 25, 2021",Product Information,1,9,SAP Employee,"SAP SuccessFactors Onboarding,HCM (Human Capital Management),SAP SuccessFactors HXM Suite",https://blogs.sap.com/2021/01/25/sap-successfactors-onboarding-2.0-configuration-optimization-technique-implementation-design-principle/
Federating Queries in HANA Cloud from Amazon Athena using Athena API Adapter to Derive Insights ,Sangeetha Krishnamoorthy,"January 25, 2021",Technical Articles,0,3,SAP Employee,SAP HANA Cloud,https://blogs.sap.com/2021/01/25/federating-queries-in-hana-cloud-from-amazon-athena-using-athena-api-adapter-to-derive-insights/
Mass Asset Processing in SAP S/4HANA Cloud ,Sakti Prasada Mishra,"January 25, 2021",Product Information,4,7,SAP Employee,"FIN Asset Accounting,Oil and Gas,SAP S/4HANA,SAP S/4HANA Cloud",https://blogs.sap.com/2021/01/25/mass-asset-processing-in-sap-s-4hana-cloud/
SAP Activate for SAP S/4HANA Cloud Translation Coverage Expanded ,Kevin Doran,"January 25, 2021",User Experience Insights,0,2,SAP Employee,SAP S/4HANA,https://blogs.sap.com/2021/01/25/sap-activate-for-sap-s-4hana-cloud-translation-coverage-expanded/
Federating Queries in SAP Data Warehouse Cloud from Amazon Athena to Derive Insights ,Sangeetha Krishnamoorthy,"January 25, 2021",Technical Articles,1,6,SAP Employee,SAP Data Warehouse Cloud,https://blogs.sap.com/2021/01/25/federating-queries-in-sap-dwc-from-athena-aws-athena-to-derive-insights-in-sap-dwc/
SAP Data IntelligenceとSAP HANA APLでML活用 – Part 1. モデル作成 ,Akira Nagata,"January 25, 2021",Technical Articles,0,5,SAP Employee,SAP Data Intelligence,https://blogs.sap.com/2021/01/25/how-to-create-ml-model-with-sap-data-intelligence-and-sap-hana-apl/
How SAP Solutions Enable Stronger Controls and Compliance for Finance ,Elizabeth Milne,"January 25, 2021",Product Information,0,2,SAP Employee,"SAP S/4HANA Finance,FIN (Finance),SAP Process Control",https://blogs.sap.com/2021/01/25/how-sap-solutions-enable-stronger-controls-and-compliance-for-finance/
Prepare for your SAP S/4HANA Consultant Certification with the SAP Blended Learning Academy – benefit from even more live sessions with instructors in 2021 ,Cornelia Gottwald,"January 25, 2021",Business Trends,0,2,SAP Employee,Training,https://blogs.sap.com/2021/01/25/prepare-for-your-sap-s-4hana-consultant-certification-with-the-sap-blended-learning-academy-benefit-from-even-more-live-sessions-with-instructors-in-2021/
Zur SAP S/4HANA Zertifizierung mit der SAP Blended Learning Academy – ab 8. März mit noch mehr Live Trainer Sessions ,Cornelia Gottwald,"January 25, 2021",Business Trends,0,0,SAP Employee,Training,https://blogs.sap.com/2021/01/25/zur-sap-s-4hana-zertifizierung-mit-der-sap-blended-learning-academy-ab-8.-marz-mit-noch-mehr-live-trainer-sessions/
Navigate from custom tile to specific section in People Profile (including custom section) ,Jyotika Karnani,"January 25, 2021",Product Information,4,6,N/A,"SAP SuccessFactors Employee Central,SAP SuccessFactors platform",https://blogs.sap.com/2021/01/25/navigate-from-custom-tile-to-specific-section-in-people-profile-including-custom-section/
Migrando SAP Business One SQL Server a HANA ,Pablo Marichal,"January 25, 2021",Technical Articles,0,0,N/A,"SAP Business One, version for SAP HANA,SAP Business One,SAP HANA",https://blogs.sap.com/2021/01/25/migrando-sap-business-one-sql-server-a-hana/
Writer function – ‘BW write type’ : Loading Part 3 ,Dinesh Deivasigamani,"January 25, 2021",Technical Articles,0,2,SAP Employee,SAP Profitability and Performance Management,https://blogs.sap.com/2021/01/25/writer-function-bw-write-type-loading-part-3/
Personalized Medicine: Changing the World One Patient at a Time ,Andrea Kaufmann,"January 25, 2021",Product Information,0,3,SAP Employee,"SAP Health,SAP S/4HANA",https://blogs.sap.com/2021/01/25/personalized-medicine-changing-the-world-one-patient-at-a-time/
Minimize downtime and accelerate development for mobile apps ,Sami Lechner,"January 25, 2021",Product Information,0,3,SAP Employee,"SAP Cloud Platform Mobile Services,Android SDK for SAP BTP,iOS SDK for SAP BTP,SAP Mobile Platform SDK",https://blogs.sap.com/2021/01/25/minimize-downtime-and-accelerate-development-for-mobile-apps/
"Results Analysis Method 7,  POC Method Based On Project Progress Value Determination ",Vinod Anand Sharma,"January 25, 2021",Technical Articles,1,2,SAP Employee,"SAP S/4HANA Finance,SAP Production and Revenue Accounting",https://blogs.sap.com/2021/01/25/results-analysis-method-7-poc-method-based-on-project-progress-value-determination/
NET2GRID is Drastically Increasing Customer Engagement and Improving Energy Consumption Behaviors ,Stephanie Horwitz,"January 25, 2021",Business Trends,0,0,SAP Employee,"Utilities,Customer Experience",https://blogs.sap.com/2021/01/25/net2grid-is-drastically-increasing-customer-engagement-and-improving-energy-consumption-behaviors/
Applying SAP AI Business Services to predict the Incident Resolution Time ,Walter Kretschmer,"January 25, 2021",Technical Articles,2,3,SAP Employee,"SAP Solution Manager,Artificial Intelligence,Machine Learning,SOLMAN IT Service Management,SOLMAN Test Suite",https://blogs.sap.com/2021/01/25/applying-sap-ai-business-services-to-predict-the-incident-resolution-time/
Nation wants to know : SAP PI – XML digital signatures and its usage for Non-repudiation ,Fariha Kazi,"January 25, 2021",Technical Articles,0,0,N/A,"SAP Process Integration,NW Java Developer Studio (NWDS),SAP Process Orchestration",https://blogs.sap.com/2021/01/25/nation-wants-to-know-sap-pi-xml-digital-signatures-and-its-usage-for-non-repudiation/
RAP (DEV260) – Post SAP TechEd activities in the SAP Community ,Carine Tchoutouo Djomo,"January 25, 2021",Event Information,1,8,SAP Employee,"ABAP Development,ABAP RESTful Programming Model,SAP BTP, ABAP environment,SAP Fiori,SAP Fiori Elements",https://blogs.sap.com/2021/01/25/rap-post-sap-teched-activities-in-the-sap-community/
Testing the Design of the German Corona-Warn-App: Online Studies ,Saskia Guckenburg,"January 25, 2021",User Experience Insights,0,3,SAP Employee,User Experience,https://blogs.sap.com/2021/01/25/testing-the-design-of-the-corona-warn-app-online-studies/
SAP Analytics Designer Road Map Summary with Q&A ,Tammy Powlas,"January 25, 2021",Product Information,0,1,N/A,"SAP Analytics Cloud, Analytics Designer,SAP Mentors,SAP TechEd",https://blogs.sap.com/2021/01/25/sap-analytics-designer-road-map-summary-with-qa/
Use cases for choosing the different types of Higher Duty or Temporary Assignment ,Prasad Hariharan,"January 25, 2021",Technical Articles,4,3,SAP Employee,SAP SuccessFactors Employee Central,https://blogs.sap.com/2021/01/25/use-cases-for-choosing-the-different-types-of-higher-duty-or-temporary-assignment/
